iter	Logloss
162	0.4511532198
163	0.4506563326
164	0.4504871356
165	0.4504027333
166	0.4502188805
167	0.4500720528
168	0.4500720493
169	0.4499610197
170	0.4499610071
171	0.4498280295
172	0.4496754073
173	0.4495748904
174	0.4494968048
175	0.4491021824
176	0.4489251355
177	0.4488887113
178	0.4488677792
179	0.4487925035
180	0.4483578397
181	0.4482536246
182	0.4481575331
183	0.4479594989
184	0.447804031
185	0.447759666
186	0.4476496292
187	0.4474411056
188	0.4471797558
189	0.447038622
190	0.4470134133
191	0.4468090128
192	0.4467331315
193	0.4466268951
194	0.4465677479
195	0.4465229345
196	0.446455693
197	0.4463752273
198	0.4463159405
199	0.446202686
200	0.4461063368
201	0.445911798
202	0.4457053479
203	0.4456684041
204	0.4456361729
205	0.4453415529
206	0.4453233934
207	0.4451517482
208	0.4450684694
209	0.4450268141
210	0.4448958522
211	0.4448683518
212	0.4446792522
213	0.4443861034
214	0.4443394869
215	0.4439841445
216	0.4439108723
217	0.4438886195
218	0.44368749
219	0.4436827887
220	0.4435618749
221	0.4435312177
222	0.4429823971
223	0.4429742477
224	0.4429530002
225	0.4427588671
226	0.4426766711
227	0.4426132819
228	0.4425600076
229	0.4424987326
230	0.4423279778
231	0.4422899903
232	0.4422482092
233	0.4421943538
234	0.4420181859
235	0.4418817076
236	0.441852059
237	0.4417634338
238	0.4415710903
239	0.4415492108
240	0.4414274224
241	0.4414087796
242	0.4412518189
243	0.4410485731
244	0.4407215303
245	0.4406976312
246	0.4406107049
247	0.4405451159
248	0.4404717449
249	0.4403488828
250	0.4400118947
251	0.4398087279
252	0.4397708141
253	0.4396159862
254	0.4392291896
255	0.4391583941
256	0.4391012381
257	0.4389125139
258	0.4388796795
259	0.43871137
260	0.4387072244
261	0.4383500287
262	0.4382191956
263	0.4380466579
264	0.4379511803
265	0.4378494248
266	0.4377989262
267	0.4376381939
268	0.4375317858
269	0.4375135
270	0.4374685154
271	0.4374202136
272	0.4373540868
273	0.4373110821
274	0.4372538612
275	0.4369755122
276	0.4369368065
277	0.4368505512
278	0.4362853822
279	0.4362400862
280	0.4361755553
281	0.4360288208
282	0.4358611439
283	0.4357551722
284	0.4357293347
285	0.4356202274
286	0.4352357793
287	0.4351339255
288	0.4349803659
289	0.4349602479
290	0.4348078801
291	0.4347146261
292	0.4345509609
293	0.4345334445
294	0.4345175842
295	0.4343922901
296	0.43436299
297	0.4341191664
298	0.4340689486
299	0.4340375138
300	0.433799944
301	0.4337657321
302	0.4335955386
303	0.4333652149
304	0.4333278437
305	0.4332427653
306	0.433230093
307	0.4328706252
308	0.4328377236
309	0.432763534
310	0.4327528208
311	0.4323857473
312	0.43229184
313	0.4322079995
314	0.4321248152
315	0.4320619301
316	0.4319924747
317	0.4318490938
318	0.4317907149
319	0.4315490796
320	0.4313766871
321	0.4313082217
322	0.4312557114
323	0.4311339246
324	0.4309941364
325	0.4309859871
326	0.4309027228
327	0.4306449972
328	0.4303799417
329	0.4302200959
330	0.4301450105
331	0.4299056305
332	0.4296493851
333	0.4295829072
334	0.4294684423
335	0.429361306
336	0.4292597401
337	0.4291297566
338	0.4289450576
339	0.4288064178
340	0.4288000908
341	0.4285722691
342	0.42824769
343	0.428092927
344	0.428053485
345	0.4279203392
346	0.4278033916
347	0.4277537058
348	0.427571233
349	0.4275331672
350	0.4273955936
351	0.4273438396
352	0.4271269523
353	0.4270715999
354	0.4269335994
355	0.4268297149
356	0.4267271289
357	0.4265457812
358	0.4264958503
359	0.4264895465
360	0.4262620617
361	0.4260419955
362	0.4260168404
363	0.4258642816
364	0.4257152043
365	0.4256914184
366	0.4256346088
367	0.4254910844
368	0.4254274979
369	0.42531225
370	0.4252091739
371	0.4252065158
372	0.425110112
373	0.42509993
374	0.4249752746
375	0.4248811514
376	0.4247833672
377	0.4247150685
378	0.4246990176
379	0.4243495343
380	0.4243372762
381	0.4241324747
382	0.4239877948
383	0.423921764
384	0.4237241344
385	0.4236527882
386	0.4233246459
387	0.4232970916
388	0.42325171
389	0.4231299863
390	0.4230609491
391	0.422980728
392	0.4229446561
393	0.422895059
394	0.4227799122
395	0.4225954479
396	0.4225350545
397	0.4225094186
398	0.4222985391
399	0.422162637
400	0.4221169502
401	0.4220564918
402	0.4219917055
403	0.4216527077
404	0.4215277867
405	0.421459827
406	0.4214214405
407	0.4214118889
408	0.4213205032
409	0.4213100662
410	0.4212725493
411	0.4211348945
412	0.420939903
413	0.4209008912
414	0.4207960959
415	0.4207331306
416	0.4206658847
417	0.4205887132
418	0.4205412374
419	0.4204779297
420	0.4204040796
421	0.4203054503
422	0.4203021454
423	0.420230397
424	0.4201534875
425	0.4200960199
426	0.4200030538
427	0.4199512623
428	0.4197181324
429	0.4195066165
430	0.4193999037
431	0.4193822606
432	0.4191337936
433	0.4187975811
434	0.4187832044
435	0.41874299
436	0.4187326867
437	0.41870275
438	0.4186128548
439	0.4185328296
440	0.418463222
441	0.4182945652
442	0.4182867541
443	0.4181465865
444	0.4179394571
445	0.4178637972
446	0.4178176262
447	0.4177903833
448	0.4175800764
449	0.4175418597
450	0.4173496094
451	0.4172814793
452	0.4170352375
453	0.4169734911
454	0.4168873128
455	0.416853621
456	0.416808654
457	0.4168034088
458	0.416676701
459	0.4165872193
460	0.4165679376
461	0.4165150528
462	0.4163748507
463	0.4163681525
464	0.4163529957
465	0.4162625033
466	0.4162538279
467	0.4162456016
468	0.4161792588
469	0.4160697989
470	0.4159890502
471	0.4159681399
472	0.4158850625
473	0.4157989891
474	0.4156314782
475	0.4155919211
476	0.4155403737
477	0.4154233611
478	0.4154087506
479	0.4153450615
480	0.4152857195
481	0.4152810623
482	0.4152190709
483	0.4151070283
484	0.4149836718
485	0.4149459495
486	0.4148722169
487	0.4147010804
488	0.4146555784
489	0.4146168032
490	0.4145735663
491	0.4144263228
492	0.41419895
493	0.4139640592
494	0.4138570003
495	0.4137291379
496	0.4135653841
497	0.413327092
498	0.4132358842
499	0.4131913075
500	0.4131161275
501	0.41306798
502	0.4130189652
503	0.4129406909
504	0.4129370446
505	0.4128915556
506	0.4128145981
507	0.4127888097
508	0.4126774238
509	0.4126083729
510	0.4125405091
511	0.4124375885
512	0.4123930391
513	0.4123435415
514	0.4122839069
515	0.4121933327
516	0.4121528811
517	0.4120152491
518	0.4119652862
519	0.4119152479
520	0.4118727367
521	0.4117951049
522	0.4116831643
523	0.4115873887
524	0.4115834091
525	0.411508781
526	0.4114420535
527	0.4114054859
528	0.4110990349
529	0.4109867788
530	0.4108739209
531	0.4107923239
532	0.4104885477
533	0.4104557939
534	0.4103987771
535	0.410354978
536	0.4103432289
537	0.4103020948
538	0.4101717915
539	0.4100168638
540	0.4098516007
541	0.4097389548
542	0.4095557195
543	0.4094123521
544	0.4092963299
545	0.4092532442
546	0.4091930426
547	0.4089579481
548	0.408929605
549	0.4086912352
550	0.4086800158
551	0.408610529
552	0.4085134322
553	0.4084492576
554	0.4084213074
555	0.408190349
556	0.407982734
557	0.4078238119
558	0.4078221369
559	0.4076151965
560	0.4075557849
561	0.4074963432
562	0.4074770764
563	0.4074498453
564	0.4074311536
565	0.4073770518
566	0.407294423
567	0.4072758223
568	0.4072381804
569	0.4070783515
570	0.4070427125
571	0.4068555462
572	0.4067672201
573	0.4067268013
574	0.4064693124
575	0.4064244461
576	0.406402404
577	0.4063353034
578	0.4061988507
579	0.4060153123
580	0.4059863787
581	0.4059442369
582	0.405833051
583	0.40574189
584	0.4057055638
585	0.4055160426
586	0.4053818296
587	0.4053397642
588	0.4052905878
589	0.405221742
590	0.4051710797
591	0.4050709762
592	0.4050159322
593	0.4049830943
594	0.404868273
595	0.4046300905
596	0.4046201889
597	0.4045882038
598	0.4044925483
599	0.4044692998
600	0.4044476199
601	0.4044130381
602	0.4043521129
603	0.4043116197
604	0.4042275069
605	0.404198433
606	0.404156647
607	0.404086155
608	0.4040312499
609	0.4039872872
610	0.4037870556
611	0.4037681115
612	0.4036165368
613	0.4035878186
614	0.4035587555
615	0.4033798236
616	0.4033469125
617	0.4032263893
618	0.4031798285
619	0.402999241
620	0.40295715
621	0.4029558586
622	0.4028578228
623	0.4028139698
624	0.4027783563
625	0.4026467296
626	0.4025879958
627	0.4025505615
628	0.40238717
629	0.4023503614
630	0.4022653819
631	0.4021875929
632	0.4021057455
633	0.402039076
634	0.4020370657
635	0.4020086483
636	0.4019809234
637	0.4018396483
638	0.4017940124
639	0.4017430149
640	0.4016995956
641	0.4016701619
642	0.4015630323
643	0.4015266664
644	0.4013800605
645	0.4012924094
646	0.4012368384
647	0.4012368246
648	0.4010885376
649	0.4010670764
650	0.4009804342
651	0.4009319217
652	0.4007932695
653	0.4007053803
654	0.4006697624
655	0.4004926633
656	0.4004659795
657	0.4004079327
658	0.4003719764
659	0.4002875992
660	0.4001177234
661	0.3999123122
662	0.3997487524
663	0.3996367617
664	0.3995434107
665	0.3995253186
666	0.3995105968
667	0.3994621119
668	0.3992864545
669	0.3992366034
670	0.3991917991
671	0.3990870516
672	0.399061959
673	0.3988415015
674	0.3987320606
675	0.3986777987
676	0.3985687235
677	0.3984995518
678	0.3983811431
679	0.3982607756
680	0.3981435961
681	0.3981045288
682	0.3980607051
683	0.3980422455
684	0.39791438
685	0.3978536834
686	0.3978020967
687	0.3977544238
688	0.3977225544
689	0.3976682103
690	0.3975821878
691	0.3975787284
692	0.3975645096
693	0.3975483111
694	0.3975164585
695	0.397487865
696	0.3974711117
697	0.3972626292
698	0.3972268597
699	0.3970720446
700	0.396905947
701	0.3968506644
702	0.3968367761
703	0.3966835151
704	0.3966690702
705	0.396479888
706	0.3963921974
707	0.3961402896
708	0.3960624149
709	0.396036786
710	0.3958753893
711	0.395798717
712	0.395760277
713	0.395756394
714	0.3956775779
715	0.3956445278
716	0.3955842663
717	0.3955695509
718	0.3955363993
719	0.3955237505
720	0.3953956682
721	0.3953744816
722	0.3953644653
723	0.3952944328
724	0.395278334
725	0.3952280459
726	0.3951145009
727	0.3949184346
728	0.3947928593
729	0.3945579007
730	0.3945117795
731	0.3944521895
732	0.3943495618
733	0.3942026912
734	0.3941274892
735	0.3939915346
736	0.3938503829
737	0.3937956776
738	0.3937732539
739	0.3936621394
740	0.3936160067
741	0.3935196002
742	0.3934486851
743	0.3934454327
744	0.3934236301
745	0.3932819307
746	0.393209776
747	0.3931846357
748	0.39312155
749	0.3930959658
750	0.3929427301
751	0.3929377742
752	0.3927142909
753	0.3926890541
754	0.3926549447
755	0.3926071275
756	0.3925154867
757	0.3924882179
758	0.3924360016
759	0.3922592937
760	0.3922099552
761	0.3921295661
762	0.392038001
763	0.3920068267
764	0.3919797534
765	0.3918487039
766	0.3918060394
767	0.3917711027
768	0.3917031854
769	0.3916462904
770	0.3916197576
771	0.3915720679
772	0.3915037282
773	0.3914996644
774	0.3913041895
775	0.3912563176
776	0.3911957343
777	0.3911407475
778	0.3910955297
779	0.3910683295
780	0.3910278821
781	0.390980919
782	0.3909463337
783	0.3907847312
784	0.3907651247
785	0.3907412756
786	0.3907353947
787	0.3903958116
788	0.3903713751
789	0.3903301605
790	0.3902780334
791	0.390158796
792	0.390060529
793	0.3900406659
794	0.3899543594
795	0.3899294631
796	0.3899029685
797	0.3897656853
798	0.3897271158
799	0.3896996916
800	0.3895801931
801	0.3893977553
802	0.3892596214
803	0.389197853
804	0.3891385858
805	0.3890233215
806	0.3890088718
807	0.3889617218
808	0.3889125317
809	0.3888768533
810	0.3888204719
811	0.3887933036
812	0.3887549657
813	0.3886668643
814	0.3886396595
815	0.388545291
816	0.3885432413
817	0.3884846315
818	0.388423949
819	0.3883687828
820	0.3882142532
821	0.388111721
822	0.3880704988
823	0.388037491
824	0.388010198
825	0.3878811541
826	0.3877401293
827	0.3876350742
828	0.3876184451
829	0.3875340464
830	0.387423763
831	0.3873340407
832	0.3871470462
833	0.3871120884
834	0.3870074562
835	0.3869408206
836	0.3868711259
837	0.3868012878
838	0.3867312063
839	0.3865671665
840	0.3864329405
841	0.3863698401
842	0.3862487226
843	0.3862248857
844	0.3860474942
845	0.3859549916
846	0.3858699138
847	0.3858267886
848	0.3857820311
849	0.3856467058
850	0.3854667134
851	0.3854437127
852	0.3853648178
853	0.3852954618
854	0.3852337348
855	0.3851968016
856	0.3851231822
857	0.3850543456
858	0.3850424687
859	0.3848821473
860	0.3848203973
861	0.3848140796
862	0.3846412736
863	0.3846153985
864	0.3845601518
865	0.3844834832
866	0.3844567595
867	0.3844457379
868	0.3842604468
869	0.3842518356
870	0.3842037256
871	0.3841522264
872	0.384062822
873	0.3839923682
874	0.3839646456
875	0.383917901
876	0.3838659862
877	0.3837786111
878	0.3837356484
879	0.3836441466
880	0.3835633151
881	0.3835460175
882	0.3833911523
883	0.3832809066
884	0.3832429866
885	0.3832030231
886	0.3830903228
887	0.383055915
888	0.3830197354
889	0.383003945
890	0.3829613491
891	0.3828659323
892	0.3828263784
893	0.3826874251
894	0.3826286795
895	0.3826055967
896	0.38252092
897	0.3825020869
898	0.3824568124
899	0.3821404687
900	0.3821068622
901	0.3820642737
902	0.3819259371
903	0.3818695696
904	0.3818486207
905	0.3818069022
906	0.3817929165
907	0.3817601726
908	0.3817424405
909	0.3817243657
910	0.3816646021
911	0.3813733323
912	0.3813123426
913	0.3811026049
914	0.3810072393
915	0.3809675715
916	0.380961046
917	0.3808618278
918	0.3807007578
919	0.3806737641
920	0.3806038369
921	0.3805374359
922	0.380521875
923	0.3805025905
924	0.3804240389
925	0.3802880848
926	0.3802194362
927	0.3801586448
928	0.3800397902
929	0.3800192488
930	0.3799882386
931	0.3799118818
932	0.3797462081
933	0.3797027678
934	0.3796453927
935	0.3795792623
936	0.3794795179
937	0.379429682
938	0.3794232301
939	0.3793345282
940	0.3792977316
941	0.3792840306
942	0.3791885637
943	0.3791228654
944	0.3791121121
945	0.3790492675
946	0.3790109719
947	0.3789762362
948	0.3789303581
949	0.3788786
950	0.3788317154
951	0.3787839127
952	0.3787731267
953	0.3787689878
954	0.3787220657
955	0.3786943786
956	0.3785501441
957	0.3784526711
958	0.3784451404
959	0.3784010691
960	0.3782816477
961	0.3782781639
962	0.3782759021
963	0.3782225913
964	0.3782069251
965	0.3782032391
966	0.3781721351
967	0.3781336969
968	0.3781123773
969	0.3780653226
970	0.3780413615
971	0.3778729344
972	0.3778127675
973	0.3777656704
974	0.3777354909
975	0.3776871396
976	0.3776509282
977	0.3776258561
978	0.3776023033
979	0.3775436338
980	0.3774615583
981	0.3774477419
982	0.3774029433
983	0.3773488658
984	0.3772549953
985	0.3771504959
986	0.3770216645
987	0.3769382157
988	0.3769047223
989	0.3767628938
990	0.3766331488
991	0.3765821338
992	0.3764935044
993	0.3764627945
994	0.3764401837
995	0.3764166674
996	0.376400347
997	0.376374486
998	0.3763631333
999	0.3762880648
